CA	v	p	T	NOX	Soot	u'
12.2514	2.04661e-05	1.29682e+07	1341.69	0.00011104	2.79357e-05	2.61238
12.2593	2.04715e-05	1.29649e+07	1341.74	0.000111076	2.79521e-05	2.61235
12.2672	2.04769e-05	1.29618e+07	1341.79	0.000111111	2.79682e-05	2.61233
12.2746	2.04819e-05	1.29588e+07	1341.84	0.000111144	2.79834e-05	2.61231
12.2821	2.0487e-05	1.29558e+07	1341.89	0.000111177	2.79988e-05	2.61229
12.2899	2.04923e-05	1.29526e+07	1341.93	0.000111212	2.80147e-05	2.61227
12.298	2.04978e-05	1.29493e+07	1341.98	0.000111247	2.80313e-05	2.61223
12.3058	2.05032e-05	1.29462e+07	1342.03	0.000111282	2.80473e-05	2.61221
12.3141	2.05089e-05	1.29428e+07	1342.08	0.000111319	2.80644e-05	2.61218
12.3219	2.05142e-05	1.29396e+07	1342.13	0.000111353	2.80804e-05	2.61215
12.3299	2.05197e-05	1.29364e+07	1342.17	0.000111388	2.80967e-05	2.61212
12.3378	2.05251e-05	1.29332e+07	1342.22	0.000111422	2.81129e-05	2.6121
12.3456	2.05304e-05	1.29301e+07	1342.27	0.000111456	2.81288e-05	2.61208
12.3534	2.05357e-05	1.29269e+07	1342.32	0.00011149	2.81447e-05	2.61205
12.3613	2.05412e-05	1.29237e+07	1342.36	0.000111524	2.81611e-05	2.61203
12.3692	2.05466e-05	1.29205e+07	1342.41	0.000111558	2.81772e-05	2.612
12.3766	2.05517e-05	1.29175e+07	1342.46	0.00011159	2.81923e-05	2.61198
12.3838	2.05566e-05	1.29146e+07	1342.51	0.000111621	2.82069e-05	2.61196
12.3911	2.05617e-05	1.29116e+07	1342.55	0.000111653	2.82219e-05	2.61193
12.3985	2.05667e-05	1.29086e+07	1342.59	0.000111684	2.82369e-05	2.6119
12.4066	2.05723e-05	1.29053e+07	1342.63	0.000111719	2.82534e-05	2.61186
12.4148	2.0578e-05	1.29019e+07	1342.68	0.000111754	2.82703e-05	2.61183
12.4232	2.05838e-05	1.28985e+07	1342.72	0.00011179	2.82874e-05	2.6118
12.4311	2.05892e-05	1.28953e+07	1342.77	0.000111823	2.83035e-05	2.61177
12.4392	2.05948e-05	1.2892e+07	1342.82	0.000111857	2.83202e-05	2.61173
12.4476	2.06006e-05	1.28886e+07	1342.87	0.000111892	2.83373e-05	2.61169
12.4559	2.06063e-05	1.28852e+07	1342.91	0.000111927	2.83541e-05	2.61165
12.4636	2.06117e-05	1.28821e+07	1342.96	0.000111959	2.837e-05	2.61162
12.4712	2.06169e-05	1.2879e+07	1343.01	0.000111991	2.83854e-05	2.61159
12.4793	2.06225e-05	1.28757e+07	1343.05	0.000112025	2.8402e-05	2.61155
12.4872	2.0628e-05	1.28725e+07	1343.09	0.000112058	2.8418e-05	2.61152
12.495	2.06334e-05	1.28693e+07	1343.14	0.00011209	2.84339e-05	2.61149
12.5027	2.06388e-05	1.28661e+07	1343.19	0.000112122	2.84497e-05	2.61145
12.5105	2.06442e-05	1.2863e+07	1343.23	0.000112154	2.84655e-05	2.61142
12.5184	2.06497e-05	1.28597e+07	1343.27	0.000112186	2.84815e-05	2.61137
12.5264	2.06552e-05	1.28565e+07	1343.32	0.000112219	2.84979e-05	2.61133
12.5338	2.06604e-05	1.28535e+07	1343.36	0.000112249	2.85129e-05	2.6113
12.5412	2.06655e-05	1.28505e+07	1343.41	0.00011228	2.85279e-05	2.61127
12.5488	2.06708e-05	1.28474e+07	1343.45	0.00011231	2.85432e-05	2.61123
12.5563	2.0676e-05	1.28443e+07	1343.49	0.000112341	2.85584e-05	2.6112
12.5639	2.06813e-05	1.28412e+07	1343.53	0.000112372	2.85739e-05	2.61116
12.5716	2.06867e-05	1.28381e+07	1343.57	0.000112402	2.85894e-05	2.61113
12.5797	2.06923e-05	1.28347e+07	1343.61	0.000112435	2.86058e-05	2.61109
12.5873	2.06977e-05	1.28316e+07	1343.66	0.000112466	2.86213e-05	2.61106
12.5947	2.07028e-05	1.28286e+07	1343.7	0.000112495	2.86362e-05	2.61103
12.6022	2.0708e-05	1.28256e+07	1343.74	0.000112525	2.86514e-05	2.611
12.6098	2.07134e-05	1.28224e+07	1343.78	0.000112556	2.86669e-05	2.61095
12.6175	2.07188e-05	1.28193e+07	1343.83	0.000112586	2.86823e-05	2.61091
12.6251	2.07241e-05	1.28162e+07	1343.87	0.000112616	2.86977e-05	2.61087
12.6321	2.0729e-05	1.28134e+07	1343.91	0.000112644	2.87117e-05	2.61084
12.6393	2.0734e-05	1.28104e+07	1343.95	0.000112672	2.87263e-05	2.61081
12.6465	2.07391e-05	1.28075e+07	1343.99	0.000112701	2.87408e-05	2.61077
12.6539	2.07443e-05	1.28044e+07	1344.03	0.000112729	2.87556e-05	2.61074
12.6614	2.07495e-05	1.28013e+07	1344.07	0.000112759	2.87708e-05	2.6107
12.6695	2.07552e-05	1.2798e+07	1344.11	0.00011279	2.8787e-05	2.61066
12.6773	2.07607e-05	1.27948e+07	1344.15	0.000112821	2.88028e-05	2.61062
12.6854	2.07664e-05	1.27915e+07	1344.19	0.000112852	2.88191e-05	2.61058
12.6929	2.07717e-05	1.27884e+07	1344.23	0.000112881	2.88342e-05	2.61055
12.7006	2.07771e-05	1.27853e+07	1344.27	0.000112911	2.88496e-05	2.61051
12.7087	2.07828e-05	1.27819e+07	1344.31	0.000112942	2.88659e-05	2.61046
12.7165	2.07884e-05	1.27787e+07	1344.35	0.000112972	2.88817e-05	2.61042
12.7246	2.07941e-05	1.27754e+07	1344.4	0.000113004	2.8898e-05	2.61038
12.7323	2.07995e-05	1.27722e+07	1344.44	0.000113033	2.89133e-05	2.61034
12.7401	2.0805e-05	1.2769e+07	1344.48	0.000113063	2.89291e-05	2.61031
12.7478	2.08104e-05	1.27659e+07	1344.52	0.000113092	2.89445e-05	2.61028
12.7552	2.08157e-05	1.27628e+07	1344.56	0.000113121	2.89593e-05	2.61025
12.7634	2.08215e-05	1.27595e+07	1344.6	0.000113152	2.89757e-05	2.61021
12.771	2.08269e-05	1.27563e+07	1344.65	0.000113181	2.8991e-05	2.61018
12.7784	2.08321e-05	1.27533e+07	1344.69	0.000113209	2.90058e-05	2.61014
12.7858	2.08373e-05	1.27503e+07	1344.73	0.000113237	2.90206e-05	2.6101
12.7934	2.08428e-05	1.27471e+07	1344.77	0.000113266	2.90359e-05	2.61006
12.8011	2.08482e-05	1.2744e+07	1344.8	0.000113295	2.90512e-05	2.61002
12.809	2.08538e-05	1.27407e+07	1344.84	0.000113325	2.90672e-05	2.60998
12.8164	2.08591e-05	1.27377e+07	1344.89	0.000113353	2.90819e-05	2.60995
12.8237	2.08643e-05	1.27347e+07	1344.93	0.000113381	2.90966e-05	2.60991
12.8314	2.08697e-05	1.27315e+07	1344.96	0.00011341	2.9112e-05	2.60988
12.8391	2.08752e-05	1.27284e+07	1345	0.000113438	2.91273e-05	2.60984
12.8471	2.08809e-05	1.27251e+07	1345.04	0.000113469	2.91435e-05	2.6098
12.8547	2.08864e-05	1.27219e+07	1345.08	0.000113498	2.91589e-05	2.60977
12.8628	2.08921e-05	1.27186e+07	1345.12	0.000113528	2.91751e-05	2.60973
12.8714	2.08982e-05	1.2715e+07	1345.16	0.00011356	2.91924e-05	2.60968
12.8794	2.0904e-05	1.27117e+07	1345.21	0.00011359	2.92086e-05	2.60964
12.888	2.09101e-05	1.27082e+07	1345.25	0.000113623	2.92259e-05	2.6096
12.8967	2.09163e-05	1.27046e+07	1345.29	0.000113655	2.92433e-05	2.60955
12.9053	2.09225e-05	1.2701e+07	1345.33	0.000113687	2.92607e-05	2.60951
12.9139	2.09286e-05	1.26975e+07	1345.38	0.00011372	2.92781e-05	2.60947
12.9225	2.09348e-05	1.26939e+07	1345.42	0.000113752	2.92955e-05	2.60943
12.9302	2.09403e-05	1.26908e+07	1345.47	0.000113781	2.93112e-05	2.6094
12.938	2.09459e-05	1.26876e+07	1345.51	0.00011381	2.93268e-05	2.60937
12.9457	2.09515e-05	1.26844e+07	1345.55	0.000113839	2.93425e-05	2.60933
12.9535	2.0957e-05	1.26812e+07	1345.59	0.000113868	2.93581e-05	2.6093
12.9612	2.09626e-05	1.2678e+07	1345.63	0.000113897	2.93738e-05	2.60926
12.969	2.09682e-05	1.26748e+07	1345.67	0.000113926	2.93894e-05	2.60922
12.9767	2.09737e-05	1.26716e+07	1345.71	0.000113955	2.94051e-05	2.60919
12.9845	2.09793e-05	1.26684e+07	1345.75	0.000113985	2.94208e-05	2.60916
12.9922	2.09849e-05	1.26652e+07	1345.79	0.000114014	2.94365e-05	2.60913
13	2.09905e-05	1.2662e+07	1345.83	0.000114043	2.94523e-05	2.6091
13.0086	2.09967e-05	1.26584e+07	1345.87	0.000114075	2.94698e-05	2.60906
13.0167	2.10025e-05	1.26551e+07	1345.92	0.000114105	2.94862e-05	2.60903
13.0245	2.10082e-05	1.26518e+07	1345.96	0.000114135	2.95022e-05	2.60901
13.0324	2.10139e-05	1.26486e+07	1346	0.000114165	2.95183e-05	2.60899
13.0402	2.10195e-05	1.26454e+07	1346.04	0.000114194	2.95342e-05	2.60895
13.0479	2.10251e-05	1.26422e+07	1346.09	0.000114223	2.95498e-05	2.60892
13.0558	2.10308e-05	1.26389e+07	1346.13	0.000114252	2.95659e-05	2.60889
13.0634	2.10363e-05	1.26358e+07	1346.17	0.000114281	2.95815e-05	2.60886
13.0713	2.1042e-05	1.26325e+07	1346.21	0.000114311	2.95976e-05	2.60883
13.0791	2.10477e-05	1.26293e+07	1346.25	0.00011434	2.96135e-05	2.6088
13.0866	2.10531e-05	1.26262e+07	1346.29	0.000114369	2.96288e-05	2.60878
13.0937	2.10582e-05	1.26233e+07	1346.33	0.000114396	2.96433e-05	2.60876
13.1011	2.10636e-05	1.26202e+07	1346.37	0.000114424	2.96584e-05	2.60874
13.1087	2.10692e-05	1.26171e+07	1346.41	0.000114452	2.9674e-05	2.60872
13.1165	2.10748e-05	1.26138e+07	1346.45	0.000114482	2.96899e-05	2.60869
13.124	2.10802e-05	1.26107e+07	1346.49	0.00011451	2.97052e-05	2.60867
13.1319	2.1086e-05	1.26075e+07	1346.53	0.00011454	2.97214e-05	2.60865
13.14	2.10919e-05	1.26041e+07	1346.57	0.000114571	2.9738e-05	2.60861
13.1483	2.1098e-05	1.26006e+07	1346.61	0.000114602	2.97552e-05	2.60859
13.1563	2.11038e-05	1.25973e+07	1346.66	0.000114632	2.97715e-05	2.60856
13.1643	2.11096e-05	1.2594e+07	1346.7	0.000114663	2.97881e-05	2.60853
13.1723	2.11154e-05	1.25907e+07	1346.74	0.000114693	2.98044e-05	2.60851
13.1812	2.11219e-05	1.25869e+07	1346.78	0.000114727	2.98227e-05	2.60847
13.1884	2.11272e-05	1.2584e+07	1346.83	0.000114754	2.98377e-05	2.60846
13.1965	2.11331e-05	1.25807e+07	1346.87	0.000114785	2.98542e-05	2.60844
13.2047	2.11392e-05	1.25772e+07	1346.92	0.000114817	2.98712e-05	2.60842
13.2129	2.11452e-05	1.25738e+07	1346.96	0.000114848	2.98881e-05	2.60839
13.2211	2.11512e-05	1.25704e+07	1347	0.000114879	2.9905e-05	2.60838
13.2294	2.11573e-05	1.2567e+07	1347.05	0.000114911	2.99221e-05	2.60836
13.237	2.11628e-05	1.25639e+07	1347.1	0.000114939	2.99377e-05	2.60834
13.2448	2.11685e-05	1.25607e+07	1347.14	0.000114969	2.99537e-05	2.60832
13.2523	2.11741e-05	1.25576e+07	1347.18	0.000114998	2.99693e-05	2.60831
13.2603	2.11799e-05	1.25543e+07	1347.22	0.000115028	2.99857e-05	2.60828
13.2681	2.11857e-05	1.2551e+07	1347.27	0.000115058	3.0002e-05	2.60827
13.2755	2.11911e-05	1.2548e+07	1347.31	0.000115087	3.00173e-05	2.60825
13.2831	2.11967e-05	1.25448e+07	1347.35	0.000115115	3.00329e-05	2.60823
13.2915	2.12029e-05	1.25413e+07	1347.39	0.000115148	3.00503e-05	2.60821
13.2997	2.12089e-05	1.25379e+07	1347.44	0.000115179	3.00672e-05	2.60819
13.3078	2.12149e-05	1.25345e+07	1347.48	0.00011521	3.00841e-05	2.60818
13.3161	2.1221e-05	1.25311e+07	1347.53	0.000115241	3.01015e-05	2.60815
13.3237	2.12266e-05	1.2528e+07	1347.58	0.00011527	3.01171e-05	2.60814
13.3313	2.12322e-05	1.25248e+07	1347.62	0.000115299	3.01331e-05	2.60813
13.3393	2.12381e-05	1.25215e+07	1347.66	0.00011533	3.01497e-05	2.60811
13.3477	2.12443e-05	1.2518e+07	1347.71	0.000115362	3.01671e-05	2.60809
13.3558	2.12503e-05	1.25146e+07	1347.75	0.000115393	3.01841e-05	2.60806
13.3639	2.12563e-05	1.25113e+07	1347.8	0.000115423	3.02009e-05	2.60805
13.3718	2.12622e-05	1.2508e+07	1347.84	0.000115454	3.02176e-05	2.60803
13.3801	2.12683e-05	1.25046e+07	1347.89	0.000115485	3.02348e-05	2.60801
13.3877	2.1274e-05	1.25015e+07	1347.94	0.000115514	3.02508e-05	2.608
13.3953	2.12796e-05	1.24983e+07	1347.98	0.000115543	3.02667e-05	2.60799
13.4028	2.12851e-05	1.24953e+07	1348.03	0.000115571	3.02823e-05	2.60799
13.41	2.12905e-05	1.24923e+07	1348.07	0.000115599	3.02973e-05	2.60798
13.4172	2.12959e-05	1.24893e+07	1348.12	0.000115626	3.03126e-05	2.60798
13.4247	2.13014e-05	1.24862e+07	1348.16	0.000115655	3.03282e-05	2.60797
13.4325	2.13072e-05	1.2483e+07	1348.2	0.000115684	3.03445e-05	2.60796
13.4405	2.13132e-05	1.24796e+07	1348.24	0.000115715	3.03613e-05	2.60795
13.4486	2.13192e-05	1.24763e+07	1348.29	0.000115745	3.03783e-05	2.60795
13.4565	2.13251e-05	1.2473e+07	1348.34	0.000115775	3.03949e-05	2.60794
13.4643	2.13309e-05	1.24697e+07	1348.38	0.000115805	3.04115e-05	2.60793
13.472	2.13367e-05	1.24666e+07	1348.43	0.000115834	3.04276e-05	2.60792
13.4804	2.13429e-05	1.24631e+07	1348.47	0.000115866	3.04453e-05	2.60791
13.4889	2.13493e-05	1.24595e+07	1348.52	0.000115898	3.04632e-05	2.6079
13.4973	2.13555e-05	1.24561e+07	1348.57	0.00011593	3.04809e-05	2.60789
13.5051	2.13614e-05	1.24528e+07	1348.62	0.000115959	3.04974e-05	2.60789
13.5134	2.13676e-05	1.24494e+07	1348.66	0.00011599	3.05148e-05	2.60788
13.5219	2.1374e-05	1.24459e+07	1348.71	0.000116023	3.05328e-05	2.60787
13.5305	2.13804e-05	1.24423e+07	1348.76	0.000116055	3.05508e-05	2.60787
13.5388	2.13866e-05	1.24388e+07	1348.81	0.000116086	3.05685e-05	2.60785
13.5472	2.13929e-05	1.24354e+07	1348.86	0.000116117	3.05861e-05	2.60784
13.5552	2.13989e-05	1.24321e+07	1348.91	0.000116147	3.06028e-05	2.60783
13.5631	2.14049e-05	1.24288e+07	1348.96	0.000116177	3.06195e-05	2.60782
13.5709	2.14107e-05	1.24256e+07	1349	0.000116206	3.06359e-05	2.60782
13.5787	2.14166e-05	1.24224e+07	1349.05	0.000116235	3.06523e-05	2.60781
13.587	2.14228e-05	1.24189e+07	1349.09	0.000116265	3.06696e-05	2.6078
13.5946	2.14285e-05	1.24157e+07	1349.14	0.000116293	3.06857e-05	2.6078
13.6026	2.14345e-05	1.24125e+07	1349.19	0.000116323	3.07024e-05	2.60781
13.6109	2.14408e-05	1.2409e+07	1349.23	0.000116353	3.07198e-05	2.60781
13.6193	2.14471e-05	1.24055e+07	1349.28	0.000116384	3.07376e-05	2.60779
13.628	2.14537e-05	1.24019e+07	1349.33	0.000116416	3.07558e-05	2.60778
13.6368	2.14604e-05	1.23982e+07	1349.38	0.000116448	3.07744e-05	2.60777
13.6453	2.14667e-05	1.23947e+07	1349.43	0.000116479	3.07922e-05	2.60777
13.6537	2.14731e-05	1.23912e+07	1349.48	0.00011651	3.081e-05	2.60776
13.662	2.14794e-05	1.23878e+07	1349.53	0.00011654	3.08273e-05	2.60776
13.6702	2.14856e-05	1.23844e+07	1349.58	0.00011657	3.08446e-05	2.60776
13.6789	2.14922e-05	1.23807e+07	1349.62	0.000116602	3.08628e-05	2.60775
13.6871	2.14984e-05	1.23773e+07	1349.67	0.000116631	3.08801e-05	2.60773
13.6958	2.1505e-05	1.23737e+07	1349.72	0.000116663	3.08983e-05	2.60772
13.704	2.15112e-05	1.23703e+07	1349.77	0.000116693	3.09155e-05	2.60772
13.7118	2.15171e-05	1.23671e+07	1349.81	0.000116721	3.09318e-05	2.60771
13.7201	2.15234e-05	1.23636e+07	1349.86	0.000116751	3.09491e-05	2.60769
13.7283	2.15296e-05	1.23602e+07	1349.9	0.00011678	3.09663e-05	2.60768
13.7368	2.15361e-05	1.23567e+07	1349.95	0.000116811	3.09841e-05	2.60767
13.745	2.15423e-05	1.23533e+07	1350	0.00011684	3.10013e-05	2.60766
13.7538	2.1549e-05	1.23496e+07	1350.04	0.000116872	3.10198e-05	2.60766
13.7623	2.15555e-05	1.2346e+07	1350.09	0.000116902	3.10376e-05	2.60765
13.7705	2.15617e-05	1.23427e+07	1350.14	0.000116932	3.10547e-05	2.60764
13.7787	2.1568e-05	1.23393e+07	1350.19	0.000116961	3.10719e-05	2.60762
13.7869	2.15742e-05	1.23358e+07	1350.24	0.00011699	3.10891e-05	2.60761
13.7945	2.15801e-05	1.23327e+07	1350.28	0.000117017	3.1105e-05	2.60761
13.8024	2.15861e-05	1.23294e+07	1350.33	0.000117046	3.11215e-05	2.6076
13.8106	2.15924e-05	1.2326e+07	1350.37	0.000117075	3.11388e-05	2.60758
13.8192	2.1599e-05	1.23224e+07	1350.42	0.000117105	3.11568e-05	2.60756
13.8278	2.16055e-05	1.23188e+07	1350.46	0.000117136	3.11748e-05	2.60755
13.8357	2.16115e-05	1.23156e+07	1350.51	0.000117164	3.11912e-05	2.60754
13.8443	2.16182e-05	1.23119e+07	1350.56	0.000117194	3.12094e-05	2.60752
13.853	2.16248e-05	1.23083e+07	1350.6	0.000117225	3.12275e-05	2.60751
13.8611	2.1631e-05	1.2305e+07	1350.65	0.000117253	3.12446e-05	2.60751
13.8693	2.16373e-05	1.23016e+07	1350.7	0.000117282	3.12618e-05	2.6075
13.877	2.16432e-05	1.22984e+07	1350.75	0.000117309	3.12778e-05	2.6075
13.8847	2.16491e-05	1.22952e+07	1350.79	0.000117335	3.12939e-05	2.60749
13.8929	2.16555e-05	1.22918e+07	1350.84	0.000117364	3.13111e-05	2.60748
13.9012	2.16618e-05	1.22883e+07	1350.88	0.000117392	3.13284e-05	2.60747
13.9088	2.16676e-05	1.22852e+07	1350.93	0.000117419	3.13443e-05	2.60745
13.9158	2.1673e-05	1.22823e+07	1350.97	0.000117443	3.13589e-05	2.60745
13.9234	2.16789e-05	1.22791e+07	1351.01	0.000117469	3.13749e-05	2.60743
13.9311	2.16848e-05	1.22759e+07	1351.05	0.000117495	3.13909e-05	2.60742
13.9387	2.16907e-05	1.22727e+07	1351.1	0.000117521	3.14069e-05	2.60742
13.9464	2.16966e-05	1.22695e+07	1351.14	0.000117547	3.14229e-05	2.60741
13.9541	2.17026e-05	1.22663e+07	1351.18	0.000117573	3.14389e-05	2.60739
13.9632	2.17096e-05	1.22624e+07	1351.22	0.000117604	3.14581e-05	2.60737
13.9724	2.17167e-05	1.22586e+07	1351.26	0.000117635	3.14774e-05	2.60735
13.9793	2.17221e-05	1.22558e+07	1351.31	0.000117658	3.14918e-05	2.60734
13.9862	2.17274e-05	1.2253e+07	1351.36	0.000117681	3.15061e-05	2.60733
13.9931	2.17327e-05	1.22501e+07	1351.4	0.000117704	3.15205e-05	2.60732
14	2.17381e-05	1.22472e+07	1351.43	0.000117726	3.15348e-05	2.60731
14.0077	2.1744e-05	1.2244e+07	1351.47	0.000117752	3.15508e-05	2.60729
14.0162	2.17507e-05	1.22404e+07	1351.51	0.00011778	3.15686e-05	2.60728
14.0253	2.17577e-05	1.22366e+07	1351.54	0.000117809	3.15874e-05	2.60725
14.0346	2.17649e-05	1.22327e+07	1351.59	0.000117839	3.16068e-05	2.60723
14.0432	2.17716e-05	1.22291e+07	1351.63	0.000117867	3.16248e-05	2.60721
14.0516	2.17781e-05	1.22256e+07	1351.68	0.000117894	3.16424e-05	2.60719
14.0603	2.17848e-05	1.2222e+07	1351.72	0.000117922	3.16604e-05	2.60716
14.0691	2.17917e-05	1.22182e+07	1351.77	0.00011795	3.16788e-05	2.60715
14.0775	2.17983e-05	1.22148e+07	1351.81	0.000117976	3.16962e-05	2.60712
14.0863	2.18051e-05	1.22111e+07	1351.85	0.000118004	3.17144e-05	2.6071
14.0952	2.1812e-05	1.22074e+07	1351.89	0.000118032	3.17327e-05	2.60708
14.104	2.18189e-05	1.22036e+07	1351.94	0.000118059	3.17511e-05	2.60706
14.1129	2.18259e-05	1.21999e+07	1351.98	0.000118087	3.17694e-05	2.60703
14.1222	2.18331e-05	1.2196e+07	1352.02	0.000118115	3.17885e-05	2.607
14.1316	2.18404e-05	1.21921e+07	1352.06	0.000118144	3.1808e-05	2.60697
14.1409	2.18477e-05	1.21882e+07	1352.11	0.000118173	3.18273e-05	2.60693
14.1508	2.18555e-05	1.2184e+07	1352.15	0.000118203	3.18477e-05	2.6069
14.16	2.18627e-05	1.21801e+07	1352.2	0.000118231	3.18667e-05	2.60687
14.1686	2.18694e-05	1.21766e+07	1352.24	0.000118257	3.18843e-05	2.60685
14.1769	2.18759e-05	1.21731e+07	1352.28	0.000118282	3.19014e-05	2.60682
14.1852	2.18824e-05	1.21696e+07	1352.33	0.000118307	3.19184e-05	2.6068
14.1931	2.18886e-05	1.21664e+07	1352.37	0.000118331	3.19346e-05	2.60679
14.2011	2.18949e-05	1.2163e+07	1352.4	0.000118355	3.19509e-05	2.60677
14.2092	2.19012e-05	1.21596e+07	1352.44	0.000118379	3.19674e-05	2.60675
14.2174	2.19077e-05	1.21562e+07	1352.48	0.000118403	3.19842e-05	2.60673
14.226	2.19145e-05	1.21525e+07	1352.51	0.000118429	3.20018e-05	2.60671
14.2348	2.19214e-05	1.21488e+07	1352.55	0.000118455	3.20198e-05	2.60668
14.2435	2.19282e-05	1.21452e+07	1352.59	0.000118481	3.20376e-05	2.60666
14.2518	2.19347e-05	1.21417e+07	1352.63	0.000118505	3.20545e-05	2.60663
14.2596	2.19409e-05	1.21384e+07	1352.67	0.000118528	3.20706e-05	2.60661
14.2675	2.19471e-05	1.21351e+07	1352.71	0.000118552	3.20867e-05	2.60658
14.2753	2.19533e-05	1.21319e+07	1352.74	0.000118575	3.21026e-05	2.60656
14.2834	2.19596e-05	1.21285e+07	1352.77	0.000118598	3.2119e-05	2.60653
14.2923	2.19667e-05	1.21247e+07	1352.81	0.000118624	3.21373e-05	2.6065
14.3012	2.19737e-05	1.21209e+07	1352.84	0.00011865	3.21554e-05	2.60647
14.3101	2.19808e-05	1.21172e+07	1352.88	0.000118676	3.21737e-05	2.60645
14.3191	2.19879e-05	1.21134e+07	1352.92	0.000118702	3.2192e-05	2.60642
14.3283	2.19952e-05	1.21095e+07	1352.95	0.000118729	3.22109e-05	2.6064
14.3376	2.20026e-05	1.21056e+07	1352.99	0.000118756	3.223e-05	2.60637
14.3466	2.20097e-05	1.21018e+07	1353.03	0.000118782	3.22483e-05	2.60635
14.3556	2.20169e-05	1.2098e+07	1353.07	0.000118808	3.22668e-05	2.60631
14.3646	2.2024e-05	1.20942e+07	1353.11	0.000118833	3.22851e-05	2.60628
14.3734	2.2031e-05	1.20905e+07	1353.15	0.000118858	3.23031e-05	2.60626
14.3821	2.20379e-05	1.20869e+07	1353.19	0.000118883	3.23208e-05	2.60622
14.3908	2.20448e-05	1.20832e+07	1353.22	0.000118908	3.23386e-05	2.6062
14.4002	2.20523e-05	1.20792e+07	1353.26	0.000118934	3.23577e-05	2.60617
14.4099	2.206e-05	1.20751e+07	1353.29	0.000118962	3.23775e-05	2.60614
14.4191	2.20673e-05	1.20712e+07	1353.33	0.000118988	3.23963e-05	2.60611
14.4282	2.20745e-05	1.20674e+07	1353.37	0.000119014	3.24148e-05	2.60607
14.437	2.20816e-05	1.20637e+07	1353.41	0.000119039	3.24328e-05	2.60605
14.446	2.20888e-05	1.20599e+07	1353.45	0.000119064	3.24513e-05	2.60601
14.4554	2.20963e-05	1.20559e+07	1353.48	0.000119091	3.24705e-05	2.60598
14.4645	2.21035e-05	1.20521e+07	1353.52	0.000119116	3.24891e-05	2.60595
14.4741	2.21112e-05	1.20481e+07	1353.56	0.000119143	3.25086e-05	2.60592
14.4823	2.21178e-05	1.20447e+07	1353.6	0.000119166	3.25254e-05	2.60589
14.4911	2.21248e-05	1.2041e+07	1353.64	0.000119191	3.25433e-05	2.60586
14.5003	2.21322e-05	1.2037e+07	1353.67	0.000119217	3.25622e-05	2.60584
14.5088	2.2139e-05	1.20335e+07	1353.71	0.000119241	3.25795e-05	2.60581
14.5172	2.21458e-05	1.20299e+07	1353.75	0.000119265	3.25968e-05	2.60579
14.526	2.21528e-05	1.20262e+07	1353.78	0.000119289	3.26148e-05	2.60576
14.5338	2.21591e-05	1.2023e+07	1353.82	0.000119311	3.26307e-05	2.60574
14.5424	2.2166e-05	1.20193e+07	1353.86	0.000119335	3.26483e-05	2.60572
14.5511	2.21729e-05	1.20157e+07	1353.89	0.000119359	3.2666e-05	2.60569
14.5597	2.21799e-05	1.2012e+07	1353.93	0.000119384	3.26837e-05	2.60568
14.5683	2.21868e-05	1.20084e+07	1353.96	0.000119408	3.27015e-05	2.60565
14.5771	2.21939e-05	1.20047e+07	1354	0.000119432	3.27196e-05	2.60563
14.5858	2.22009e-05	1.2001e+07	1354.03	0.000119456	3.27373e-05	2.6056
14.5942	2.22077e-05	1.19975e+07	1354.07	0.00011948	3.27547e-05	2.60557
14.6025	2.22143e-05	1.1994e+07	1354.11	0.000119503	3.27718e-05	2.60555
14.6106	2.22209e-05	1.19906e+07	1354.14	0.000119525	3.27885e-05	2.60552
14.6193	2.22279e-05	1.19869e+07	1354.18	0.000119549	3.28063e-05	2.60549
14.6283	2.22352e-05	1.19831e+07	1354.21	0.000119574	3.2825e-05	2.60546
14.6374	2.22425e-05	1.19793e+07	1354.25	0.000119599	3.28438e-05	2.60544
14.6462	2.22497e-05	1.19755e+07	1354.28	0.000119624	3.28621e-05	2.60541
14.6556	2.22572e-05	1.19716e+07	1354.32	0.00011965	3.28813e-05	2.60538
14.6651	2.2265e-05	1.19675e+07	1354.36	0.000119676	3.29012e-05	2.60534
14.675	2.22729e-05	1.19634e+07	1354.39	0.000119703	3.29216e-05	2.60531
14.6843	2.22805e-05	1.19595e+07	1354.44	0.000119729	3.29409e-05	2.60529
14.6935	2.2288e-05	1.19556e+07	1354.48	0.000119755	3.29601e-05	2.60526
14.7028	2.22955e-05	1.19517e+07	1354.52	0.00011978	3.29793e-05	2.60523
14.7121	2.23031e-05	1.19478e+07	1354.56	0.000119806	3.29986e-05	2.6052
14.722	2.23111e-05	1.19435e+07	1354.59	0.000119833	3.30191e-05	2.60515
14.731	2.23184e-05	1.19398e+07	1354.64	0.000119858	3.30377e-05	2.60513
14.7403	2.2326e-05	1.19359e+07	1354.68	0.000119884	3.30569e-05	2.60511
14.7489	2.2333e-05	1.19323e+07	1354.72	0.000119908	3.30747e-05	2.60508
14.7576	2.23401e-05	1.19286e+07	1354.76	0.000119932	3.30926e-05	2.60506
14.766	2.23469e-05	1.19251e+07	1354.8	0.000119955	3.31099e-05	2.60504
14.7743	2.23537e-05	1.19216e+07	1354.83	0.000119979	3.31271e-05	2.60502
14.7827	2.23605e-05	1.19181e+07	1354.87	0.000120002	3.31443e-05	2.605
